timestamp,dominant_viseme,laugh_score,sil,PP,FF,TH,DD,kk,CH,SS,nn,RR,aa,E,I,O,U
0.0,sil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021333333333333333,aa,0.2989954352378845,0.25251138962839215,0.29899544414864315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4484931662229647,0.0,0.0,0.0,0.0
0.042666666666666665,aa,0.48059189319610596,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.064,aa,0.560665488243103,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.08533333333333333,aa,0.5728120803833008,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.10666666666666667,aa,0.537074089050293,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.128,aa,0.4851963520050049,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.14933333333333335,aa,0.38537275791168213,0.03656810522079468,0.38537275791168213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780591368675232,0.0,0.0,0.0,0.0
0.17066666666666666,aa,0.36282414197921753,0.09293962078926687,0.3628241636052229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5442362156055102,0.0,0.0,0.0,0.0
0.192,aa,0.4451090693473816,0.0,0.4000000107128163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999892871837,0.0,0.0,0.0,0.0
0.21333333333333335,aa,0.4049188494682312,0.0,0.40000001177611694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599999988223883,0.0,0.0,0.0,0.0
0.23466666666666666,aa,0.41362905502319336,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
0.256,aa,0.365978479385376,0.08505380153656006,0.365978479385376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548967719078064,0.0,0.0,0.0,0.0
0.2773333333333333,aa,0.3137253522872925,0.2156866192817688,0.3137253522872925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705880284309387,0.0,0.0,0.0,0.0
0.2986666666666667,aa,0.25544077157974243,0.36139809008246393,0.25544076396701443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38316114595052164,0.0,0.0,0.0,0.0
0.32,sil,0.2395285964012146,0.4011784911506918,0.23952860353972327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3592929053095849,0.0,0.0,0.0,0.0
0.3413333333333333,aa,0.25153231620788574,0.37116920948028564,0.25153231620788574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3772984743118286,0.0,0.0,0.0,0.0
0.3626666666666667,sil,0.23108386993408203,0.4222903251647949,0.23108386993408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34662580490112305,0.0,0.0,0.0,0.0
0.384,sil,0.17879557609558105,0.5530110597610474,0.17879557609558105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681933641433716,0.0,0.0,0.0,0.0
0.4053333333333333,sil,0.12854677438735962,0.6786330736090816,0.12854677055636732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19282015583455098,0.0,0.0,0.0,0.0
0.4266666666666667,sil,0.0,0.8697297313889941,0.052108107444402356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07816216116660353,0.0,0.0,0.0,0.0
0.448,sil,0.0,0.8915632036794187,0.043374718528232534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650620777923488,0.0,0.0,0.0,0.0
0.4693333333333333,sil,0.0,0.8884756829880381,0.04460972680478474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669145902071771,0.0,0.0,0.0,0.0
0.49066666666666664,sil,0.0,0.9069537194655454,0.03721851221378184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05582776832067276,0.0,0.0,0.0,0.0
0.512,sil,0.10755378007888794,0.731115557816161,0.10755377687353561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1613306653103034,0.0,0.0,0.0,0.0
0.5333333333333333,aa,0.3300732970237732,0.17481673284818927,0.3300733068607243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49510996029108645,0.0,0.0,0.0,0.0
0.5546666666666666,aa,0.35124510526657104,0.12188721429629411,0.351245126202412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5268676595012939,0.0,0.0,0.0,0.0
